index,season,year,month,holiday,weekday,workingday,weather,casual_users,registered_users,total_users
616,summer,2012,9,nonholiday,Friday,workingday,Clear to partly cloudy,1045,6459,7504
617,summer,2012,9,nonholiday,Saturday,nonworkingday,Misty to misty with clouds,1557,4419,5976
618,summer,2012,9,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,2570,5657,8227
619,summer,2012,9,nonholiday,Monday,workingday,Clear to partly cloudy,1118,6407,7525
620,summer,2012,9,nonholiday,Tuesday,workingday,Clear to partly cloudy,1070,6697,7767
621,summer,2012,9,nonholiday,Wednesday,workingday,Clear to partly cloudy,1050,6820,7870
622,summer,2012,9,nonholiday,Thursday,workingday,Clear to partly cloudy,1054,6750,7804
623,summer,2012,9,nonholiday,Friday,workingday,Clear to partly cloudy,1379,6630,8009
624,summer,2012,9,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,3160,5554,8714
625,summer,2012,9,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,2166,5167,7333
626,summer,2012,9,nonholiday,Monday,workingday,Misty to misty with clouds,1022,5847,6869
627,summer,2012,9,nonholiday,Tuesday,workingday,Misty to misty with clouds,371,3702,4073
628,summer,2012,9,nonholiday,Wednesday,workingday,Clear to partly cloudy,788,6803,7591
629,summer,2012,9,nonholiday,Thursday,workingday,Clear to partly cloudy,939,6781,7720
630,summer,2012,9,nonholiday,Friday,workingday,Clear to partly cloudy,1250,6917,8167
631,summer,2012,9,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,2512,5883,8395
632,fall,2012,9,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,2454,5453,7907
633,fall,2012,9,nonholiday,Monday,workingday,Clear to partly cloudy,1001,6435,7436
634,fall,2012,9,nonholiday,Tuesday,workingday,Clear to partly cloudy,845,6693,7538
635,fall,2012,9,nonholiday,Wednesday,workingday,Clear to partly cloudy,787,6946,7733
636,fall,2012,9,nonholiday,Thursday,workingday,Misty to misty with clouds,751,6642,7393
637,fall,2012,9,nonholiday,Friday,workingday,Misty to misty with clouds,1045,6370,7415
638,fall,2012,9,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,2589,5966,8555
639,fall,2012,9,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,2015,4874,6889
640,fall,2012,10,nonholiday,Monday,workingday,Misty to misty with clouds,763,6015,6778
641,fall,2012,10,nonholiday,Tuesday,workingday,Light rain to thunderstorms or light snow,315,4324,4639
642,fall,2012,10,nonholiday,Wednesday,workingday,Misty to misty with clouds,728,6844,7572
643,fall,2012,10,nonholiday,Thursday,workingday,Misty to misty with clouds,891,6437,7328
644,fall,2012,10,nonholiday,Friday,workingday,Clear to partly cloudy,1516,6640,8156
645,fall,2012,10,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,3031,4934,7965
646,fall,2012,10,nonholiday,Sunday,nonworkingday,Misty to misty with clouds,781,2729,3510
647,fall,2012,10,holiday,Monday,nonworkingday,Misty to misty with clouds,874,4604,5478
648,fall,2012,10,nonholiday,Tuesday,workingday,Misty to misty with clouds,601,5791,6392
649,fall,2012,10,nonholiday,Wednesday,workingday,Clear to partly cloudy,780,6911,7691
650,fall,2012,10,nonholiday,Thursday,workingday,Clear to partly cloudy,834,6736,7570
651,fall,2012,10,nonholiday,Friday,workingday,Clear to partly cloudy,1060,6222,7282
652,fall,2012,10,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,2252,4857,7109
653,fall,2012,10,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,2080,4559,6639
654,fall,2012,10,nonholiday,Monday,workingday,Misty to misty with clouds,760,5115,5875
655,fall,2012,10,nonholiday,Tuesday,workingday,Clear to partly cloudy,922,6612,7534
656,fall,2012,10,nonholiday,Wednesday,workingday,Clear to partly cloudy,979,6482,7461
657,fall,2012,10,nonholiday,Thursday,workingday,Misty to misty with clouds,1008,6501,7509
658,fall,2012,10,nonholiday,Friday,workingday,Misty to misty with clouds,753,4671,5424
659,fall,2012,10,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,2806,5284,8090
660,fall,2012,10,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,2132,4692,6824
661,fall,2012,10,nonholiday,Monday,workingday,Clear to partly cloudy,830,6228,7058
662,fall,2012,10,nonholiday,Tuesday,workingday,Clear to partly cloudy,841,6625,7466
663,fall,2012,10,nonholiday,Wednesday,workingday,Clear to partly cloudy,795,6898,7693
664,fall,2012,10,nonholiday,Thursday,workingday,Misty to misty with clouds,875,6484,7359
665,fall,2012,10,nonholiday,Friday,workingday,Misty to misty with clouds,1182,6262,7444
666,fall,2012,10,nonholiday,Saturday,nonworkingday,Misty to misty with clouds,2643,5209,7852
667,fall,2012,10,nonholiday,Sunday,nonworkingday,Misty to misty with clouds,998,3461,4459
668,fall,2012,10,nonholiday,Monday,workingday,Light rain to thunderstorms or light snow,2,20,22
669,fall,2012,10,nonholiday,Tuesday,workingday,Misty to misty with clouds,87,1009,1096
670,fall,2012,10,nonholiday,Wednesday,workingday,Misty to misty with clouds,419,5147,5566
671,fall,2012,11,nonholiday,Thursday,workingday,Misty to misty with clouds,466,5520,5986
672,fall,2012,11,nonholiday,Friday,workingday,Clear to partly cloudy,618,5229,5847
673,fall,2012,11,nonholiday,Saturday,nonworkingday,Misty to misty with clouds,1029,4109,5138
674,fall,2012,11,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,1201,3906,5107
675,fall,2012,11,nonholiday,Monday,workingday,Clear to partly cloudy,378,4881,5259
676,fall,2012,11,nonholiday,Tuesday,workingday,Clear to partly cloudy,466,5220,5686
677,fall,2012,11,nonholiday,Wednesday,workingday,Misty to misty with clouds,326,4709,5035
678,fall,2012,11,nonholiday,Thursday,workingday,Clear to partly cloudy,340,4975,5315
679,fall,2012,11,nonholiday,Friday,workingday,Clear to partly cloudy,709,5283,5992
680,fall,2012,11,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,2090,4446,6536
681,fall,2012,11,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,2290,4562,6852
682,fall,2012,11,holiday,Monday,nonworkingday,Clear to partly cloudy,1097,5172,6269
683,fall,2012,11,nonholiday,Tuesday,workingday,Misty to misty with clouds,327,3767,4094
684,fall,2012,11,nonholiday,Wednesday,workingday,Clear to partly cloudy,373,5122,5495
685,fall,2012,11,nonholiday,Thursday,workingday,Misty to misty with clouds,320,5125,5445
686,fall,2012,11,nonholiday,Friday,workingday,Clear to partly cloudy,484,5214,5698
687,fall,2012,11,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,1313,4316,5629
688,fall,2012,11,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,922,3747,4669
689,fall,2012,11,nonholiday,Monday,workingday,Misty to misty with clouds,449,5050,5499
690,fall,2012,11,nonholiday,Tuesday,workingday,Misty to misty with clouds,534,5100,5634
691,fall,2012,11,nonholiday,Wednesday,workingday,Clear to partly cloudy,615,4531,5146
692,fall,2012,11,holiday,Thursday,nonworkingday,Clear to partly cloudy,955,1470,2425
693,fall,2012,11,nonholiday,Friday,workingday,Clear to partly cloudy,1603,2307,3910
694,fall,2012,11,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,532,1745,2277
695,fall,2012,11,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,309,2115,2424
696,fall,2012,11,nonholiday,Monday,workingday,Clear to partly cloudy,337,4750,5087
697,fall,2012,11,nonholiday,Tuesday,workingday,Misty to misty with clouds,123,3836,3959
698,fall,2012,11,nonholiday,Wednesday,workingday,Clear to partly cloudy,198,5062,5260
699,fall,2012,11,nonholiday,Thursday,workingday,Clear to partly cloudy,243,5080,5323
700,fall,2012,11,nonholiday,Friday,workingday,Clear to partly cloudy,362,5306,5668
701,fall,2012,12,nonholiday,Saturday,nonworkingday,Misty to misty with clouds,951,4240,5191
702,fall,2012,12,nonholiday,Sunday,nonworkingday,Misty to misty with clouds,892,3757,4649
703,fall,2012,12,nonholiday,Monday,workingday,Clear to partly cloudy,555,5679,6234
704,fall,2012,12,nonholiday,Tuesday,workingday,Clear to partly cloudy,551,6055,6606
705,fall,2012,12,nonholiday,Wednesday,workingday,Clear to partly cloudy,331,5398,5729
706,fall,2012,12,nonholiday,Thursday,workingday,Clear to partly cloudy,340,5035,5375
707,fall,2012,12,nonholiday,Friday,workingday,Misty to misty with clouds,349,4659,5008
708,fall,2012,12,nonholiday,Saturday,nonworkingday,Misty to misty with clouds,1153,4429,5582
709,fall,2012,12,nonholiday,Sunday,nonworkingday,Misty to misty with clouds,441,2787,3228
710,fall,2012,12,nonholiday,Monday,workingday,Misty to misty with clouds,329,4841,5170
711,fall,2012,12,nonholiday,Tuesday,workingday,Misty to misty with clouds,282,5219,5501
712,fall,2012,12,nonholiday,Wednesday,workingday,Misty to misty with clouds,310,5009,5319
713,fall,2012,12,nonholiday,Thursday,workingday,Clear to partly cloudy,425,5107,5532
714,fall,2012,12,nonholiday,Friday,workingday,Clear to partly cloudy,429,5182,5611
715,fall,2012,12,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,767,4280,5047
716,fall,2012,12,nonholiday,Sunday,nonworkingday,Misty to misty with clouds,538,3248,3786
717,fall,2012,12,nonholiday,Monday,workingday,Misty to misty with clouds,212,4373,4585
718,fall,2012,12,nonholiday,Tuesday,workingday,Clear to partly cloudy,433,5124,5557
719,fall,2012,12,nonholiday,Wednesday,workingday,Clear to partly cloudy,333,4934,5267
720,fall,2012,12,nonholiday,Thursday,workingday,Misty to misty with clouds,314,3814,4128
721,winter,2012,12,nonholiday,Friday,workingday,Misty to misty with clouds,221,3402,3623
722,winter,2012,12,nonholiday,Saturday,nonworkingday,Clear to partly cloudy,205,1544,1749
723,winter,2012,12,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,408,1379,1787
724,winter,2012,12,nonholiday,Monday,workingday,Misty to misty with clouds,174,746,920
725,winter,2012,12,holiday,Tuesday,nonworkingday,Misty to misty with clouds,440,573,1013
726,winter,2012,12,nonholiday,Wednesday,workingday,Light rain to thunderstorms or light snow,9,432,441
727,winter,2012,12,nonholiday,Thursday,workingday,Misty to misty with clouds,247,1867,2114
728,winter,2012,12,nonholiday,Friday,workingday,Misty to misty with clouds,644,2451,3095
729,winter,2012,12,nonholiday,Saturday,nonworkingday,Misty to misty with clouds,159,1182,1341
730,winter,2012,12,nonholiday,Sunday,nonworkingday,Clear to partly cloudy,364,1432,1796
731,winter,2012,12,nonholiday,Monday,workingday,Misty to misty with clouds,439,2290,2729
